=== PAGE 1 ===
# Sheet: Front page
UK Government GHG Conversion Factors for Company Reporting
Front page
 | Next publication date: | June 2027 | Factor set: | Flat file
 | Version: | 1.2 | Year: | 2026
 | UK Government GHG Conversion Factors for Company Reporting
 | Flat File Data Format
 | Status: | Final
 | Version: | 1.2
 | Updated: | 2026-07-10 00:00:00 | An error was identified whereby some factors for which no data were available were reported as 0 rather than left blank. This affected well-to-tank emissions factors for certain hybrid, CNG and LPG cars, and hotel stay factors for certain countries. These values have been corrected in this version.
 | Year: | 2026
 | Description: | 2026 update
 | Next publication date: | 2027-06-01 00:00:00
 | For technical queries, please contact Greenhouse Gas Statistics at GreenhouseGas.Statistics@energysecurity.gov.uk
 | NOTE: The scope of the factors is defined to be relevant to emissions reporting, although the factors may also be used for other purposes.  Regardless of this, their usage is at the users’ own risk.
=== PAGE 2 ===
# Sheet: Factors by Category
UK Government GHG Conversion Factors for Company Reporting
Factors by Category
Freeze panes are active on this sheet. To turn off freeze panes select the 'View' ribbon then 'Freeze Panes' then 'Unfreeze Panes' or use [Alt W, F].
 |  | Category
ID | Scope | Level 1 | Level 2 | Level 3 | Level 4 | Column Text | UOM | GHG/Unit | GHG Conversion Factor 2026
27_320_3240_14_4 | Scope 3 | Freighting goods | Cargo ship | RoRo-Ferry | 0–1999 LM |  | tonne.km | kg CO2e of N2O per unit | 0.00073
27_320_3241_14_1 | Scope 3 | Freighting goods | Cargo ship | RoRo-Ferry | Average |  | tonne.km | kg CO2e | 0.05158
27_320_3241_14_2 | Scope 3 | Freighting goods | Cargo ship | RoRo-Ferry | Average |  | tonne.km | kg CO2e of CO2 per unit | 0.05095
27_320_3241_14_3 | Scope 3 | Freighting goods | Cargo ship | RoRo-Ferry | Average |  | tonne.km | kg CO2e of CH4 per unit | 2e-05
27_320_3241_14_4 | Scope 3 | Freighting goods | Cargo ship | RoRo-Ferry | Average |  | tonne.km | kg CO2e of N2O per unit | 0.00062
27_320_3242_14_1 | Scope 3 | Freighting goods | Cargo ship | Large RoPax ferry | Average |  | tonne.km | kg CO2e | 0.37612
27_320_3242_14_2 | Scope 3 | Freighting goods | Cargo ship | Large RoPax ferry | Average |  | tonne.km | kg CO2e of CO2 per unit | 0.3715
27_320_3242_14_3 | Scope 3 | Freighting goods | Cargo ship | Large RoPax ferry | Average |  | tonne.km | kg CO2e of CH4 per unit | 0.00012
27_320_3242_14_4 | Scope 3 | Freighting goods | Cargo ship | Large RoPax ferry | Average |  | tonne.km | kg CO2e of N2O per unit | 0.0045
27_320_3243_14_1 | Scope 3 | Freighting goods | Cargo ship | Refrigerated cargo | All dwt |  | tonne.km | kg CO2e | 0.01306
27_320_3243_14_2 | Scope 3 | Freighting goods | Cargo ship | Refrigerated cargo | All dwt |  | tonne.km | kg CO2e of CO2 per unit | 0.0129
27_320_3243_14_3 | Scope 3 | Freighting goods | Cargo ship | Refrigerated cargo | All dwt |  | tonne.km | kg CO2e of CH4 per unit | 4.48e-06
27_320_3243_14_4 | Scope 3 | Freighting goods | Cargo ship | Refrigerated cargo | All dwt |  | tonne.km | kg CO2e of N2O per unit | 0.00016
28_906_3081_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class I (up to 1.305 tonnes) |  | Diesel | tonne.km | kg CO2e | 0.20817
28_906_3082_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class I (up to 1.305 tonnes) |  | Petrol | tonne.km | kg CO2e | 0.32847
28_906_3083_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class I (up to 1.305 tonnes) |  | CNG | tonne.km | kg CO2e
28_906_3084_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class I (up to 1.305 tonnes) |  | LPG | tonne.km | kg CO2e
28_906_3085_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class I (up to 1.305 tonnes) |  | Unknown | tonne.km | kg CO2e
28_906_3086_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class I (up to 1.305 tonnes) |  | Plug-in Hybrid Electric Vehicle | tonne.km | kg CO2e
28_906_3087_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class I (up to 1.305 tonnes) |  | Battery Electric Vehicle | tonne.km | kg CO2e | 0.03481
28_906_3081_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class I (up to 1.305 tonnes) |  | Diesel | km | kg CO2e | 0.03746
28_906_3082_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class I (up to 1.305 tonnes) |  | Petrol | km | kg CO2e | 0.05614
28_906_3083_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class I (up to 1.305 tonnes) |  | CNG | km | kg CO2e
28_906_3084_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class I (up to 1.305 tonnes) |  | LPG | km | kg CO2e
28_906_3085_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class I (up to 1.305 tonnes) |  | Unknown | km | kg CO2e
28_906_3086_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class I (up to 1.305 tonnes) |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e
28_906_3087_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class I (up to 1.305 tonnes) |  | Battery Electric Vehicle | km | kg CO2e | 0.00943
28_906_3081_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class I (up to 1.305 tonnes) |  | Diesel | miles | kg CO2e | 0.06028
28_906_3082_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class I (up to 1.305 tonnes) |  | Petrol | miles | kg CO2e | 0.09035
28_906_3083_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class I (up to 1.305 tonnes) |  | CNG | miles | kg CO2e
28_906_3084_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class I (up to 1.305 tonnes) |  | LPG | miles | kg CO2e
28_906_3085_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class I (up to 1.305 tonnes) |  | Unknown | miles | kg CO2e
28_906_3086_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class I (up to 1.305 tonnes) |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e
28_906_3087_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class I (up to 1.305 tonnes) |  | Battery Electric Vehicle | miles | kg CO2e | 0.01517
28_906_3088_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class II (1.305 to 1.74 tonnes) |  | Diesel | tonne.km | kg CO2e | 0.14937
28_906_3089_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class II (1.305 to 1.74 tonnes) |  | Petrol | tonne.km | kg CO2e | 0.23153
28_906_3090_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class II (1.305 to 1.74 tonnes) |  | CNG | tonne.km | kg CO2e
28_906_3091_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class II (1.305 to 1.74 tonnes) |  | LPG | tonne.km | kg CO2e
28_906_3092_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class II (1.305 to 1.74 tonnes) |  | Unknown | tonne.km | kg CO2e
28_906_3093_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class II (1.305 to 1.74 tonnes) |  | Plug-in Hybrid Electric Vehicle | tonne.km | kg CO2e
28_906_3094_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class II (1.305 to 1.74 tonnes) |  | Battery Electric Vehicle | tonne.km | kg CO2e | 0.0619
28_906_3088_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class II (1.305 to 1.74 tonnes) |  | Diesel | km | kg CO2e | 0.04602
28_906_3089_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class II (1.305 to 1.74 tonnes) |  | Petrol | km | kg CO2e | 0.06074
28_906_3090_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class II (1.305 to 1.74 tonnes) |  | CNG | km | kg CO2e
28_906_3091_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class II (1.305 to 1.74 tonnes) |  | LPG | km | kg CO2e
28_906_3092_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class II (1.305 to 1.74 tonnes) |  | Unknown | km | kg CO2e
28_906_3093_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class II (1.305 to 1.74 tonnes) |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e
28_906_3094_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class II (1.305 to 1.74 tonnes) |  | Battery Electric Vehicle | km | kg CO2e | 0.01454
28_906_3088_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class II (1.305 to 1.74 tonnes) |  | Diesel | miles | kg CO2e | 0.07407
28_906_3089_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class II (1.305 to 1.74 tonnes) |  | Petrol | miles | kg CO2e | 0.09775
28_906_3090_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class II (1.305 to 1.74 tonnes) |  | CNG | miles | kg CO2e
28_906_3091_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class II (1.305 to 1.74 tonnes) |  | LPG | miles | kg CO2e
28_906_3092_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class II (1.305 to 1.74 tonnes) |  | Unknown | miles | kg CO2e
28_906_3093_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class II (1.305 to 1.74 tonnes) |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e
28_906_3094_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class II (1.305 to 1.74 tonnes) |  | Battery Electric Vehicle | miles | kg CO2e | 0.0234
28_906_3095_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class III (1.74 to 3.5 tonnes) |  | Diesel | tonne.km | kg CO2e | 0.15037
28_906_3096_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class III (1.74 to 3.5 tonnes) |  | Petrol | tonne.km | kg CO2e | 0.24164
28_906_3097_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class III (1.74 to 3.5 tonnes) |  | CNG | tonne.km | kg CO2e
28_906_3098_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class III (1.74 to 3.5 tonnes) |  | LPG | tonne.km | kg CO2e
28_906_3099_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class III (1.74 to 3.5 tonnes) |  | Unknown | tonne.km | kg CO2e
28_906_3100_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class III (1.74 to 3.5 tonnes) |  | Plug-in Hybrid Electric Vehicle | tonne.km | kg CO2e | 0.09458
28_906_3101_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class III (1.74 to 3.5 tonnes) |  | Battery Electric Vehicle | tonne.km | kg CO2e | 0.05241
28_906_3095_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class III (1.74 to 3.5 tonnes) |  | Diesel | km | kg CO2e | 0.06706
28_906_3096_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class III (1.74 to 3.5 tonnes) |  | Petrol | km | kg CO2e | 0.09783
28_906_3097_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class III (1.74 to 3.5 tonnes) |  | CNG | km | kg CO2e
28_906_3098_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class III (1.74 to 3.5 tonnes) |  | LPG | km | kg CO2e
28_906_3099_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class III (1.74 to 3.5 tonnes) |  | Unknown | km | kg CO2e
28_906_3100_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class III (1.74 to 3.5 tonnes) |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e | 0.03758
28_906_3101_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class III (1.74 to 3.5 tonnes) |  | Battery Electric Vehicle | km | kg CO2e | 0.01979
28_906_3095_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class III (1.74 to 3.5 tonnes) |  | Diesel | miles | kg CO2e | 0.10792
28_906_3096_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class III (1.74 to 3.5 tonnes) |  | Petrol | miles | kg CO2e | 0.15745
28_906_3097_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class III (1.74 to 3.5 tonnes) |  | CNG | miles | kg CO2e
28_906_3098_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class III (1.74 to 3.5 tonnes) |  | LPG | miles | kg CO2e
28_906_3099_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class III (1.74 to 3.5 tonnes) |  | Unknown | miles | kg CO2e
28_906_3100_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class III (1.74 to 3.5 tonnes) |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e | 0.06047
28_906_3101_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Class III (1.74 to 3.5 tonnes) |  | Battery Electric Vehicle | miles | kg CO2e | 0.03186
28_906_3102_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Average (up to 3.5 tonnes) |  | Diesel | tonne.km | kg CO2e | 0.15095
28_906_3103_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Average (up to 3.5 tonnes) |  | Petrol | tonne.km | kg CO2e | 0.22943
28_906_3104_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Average (up to 3.5 tonnes) |  | CNG | tonne.km | kg CO2e | 0.12816
28_906_3105_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Average (up to 3.5 tonnes) |  | LPG | tonne.km | kg CO2e | 0.08119
28_906_3106_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Average (up to 3.5 tonnes) |  | Unknown | tonne.km | kg CO2e | 0.15335
28_906_3107_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Average (up to 3.5 tonnes) |  | Plug-in Hybrid Electric Vehicle | tonne.km | kg CO2e | 0.09458
28_906_3108_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Average (up to 3.5 tonnes) |  | Battery Electric Vehicle | tonne.km | kg CO2e | 0.05633
28_906_3102_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Average (up to 3.5 tonnes) |  | Diesel | km | kg CO2e | 0.06128
28_906_3103_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Average (up to 3.5 tonnes) |  | Petrol | km | kg CO2e | 0.06183
28_906_3104_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Average (up to 3.5 tonnes) |  | CNG | km | kg CO2e | 0.05176
28_906_3105_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Average (up to 3.5 tonnes) |  | LPG | km | kg CO2e | 0.03279
28_906_3106_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Average (up to 3.5 tonnes) |  | Unknown | km | kg CO2e | 0.0613
28_906_3107_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Average (up to 3.5 tonnes) |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e | 0.03758
28_906_3108_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Average (up to 3.5 tonnes) |  | Battery Electric Vehicle | km | kg CO2e | 0.01759
28_906_3102_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Average (up to 3.5 tonnes) |  | Diesel | miles | kg CO2e | 0.09863
28_906_3103_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Average (up to 3.5 tonnes) |  | Petrol | miles | kg CO2e | 0.0995
28_906_3104_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Average (up to 3.5 tonnes) |  | CNG | miles | kg CO2e | 0.0833
28_906_3105_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Average (up to 3.5 tonnes) |  | LPG | miles | kg CO2e | 0.05277
28_906_3106_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Average (up to 3.5 tonnes) |  | Unknown | miles | kg CO2e | 0.09865
28_906_3107_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Average (up to 3.5 tonnes) |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e | 0.06047
28_906_3108_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- vans | Average (up to 3.5 tonnes) |  | Battery Electric Vehicle | miles | kg CO2e | 0.02832
28_907_3109_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 0% Laden | tonne.km | kg CO2e
28_907_3110_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 50% Laden | tonne.km | kg CO2e | 0.10694
28_907_3111_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 100% Laden | tonne.km | kg CO2e | 0.05775
28_907_3112_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | Average laden | tonne.km | kg CO2e | 0.12296
28_907_3109_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 0% Laden | km | kg CO2e | 0.11027
28_907_3110_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 50% Laden | km | kg CO2e | 0.11985
28_907_3111_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 100% Laden | km | kg CO2e | 0.12944
28_907_3112_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | Average laden | km | kg CO2e | 0.11851
28_907_3109_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 0% Laden | miles | kg CO2e | 0.17746
28_907_3110_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 50% Laden | miles | kg CO2e | 0.19289
28_907_3111_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 100% Laden | miles | kg CO2e | 0.20832
28_907_3112_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | Average laden | miles | kg CO2e | 0.19073
28_907_3113_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 0% Laden | tonne.km | kg CO2e
28_907_3114_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 50% Laden | tonne.km | kg CO2e | 0.06373
28_907_3115_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 100% Laden | tonne.km | kg CO2e | 0.03585
28_907_3116_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | Average laden | tonne.km | kg CO2e | 0.09246
28_907_3113_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 0% Laden | km | kg CO2e | 0.13207
28_907_3114_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 50% Laden | km | kg CO2e | 0.15094
28_907_3115_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 100% Laden | km | kg CO2e | 0.16981
28_907_3116_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | Average laden | km | kg CO2e | 0.14453
28_907_3113_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 0% Laden | miles | kg CO2e | 0.21255
28_907_3114_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 50% Laden | miles | kg CO2e | 0.24292
28_907_3115_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 100% Laden | miles | kg CO2e | 0.27328
28_907_3116_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | Average laden | miles | kg CO2e | 0.23259
28_907_3117_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>17 tonnes) |  | 0% Laden | tonne.km | kg CO2e
28_907_3118_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>17 tonnes) |  | 50% Laden | tonne.km | kg CO2e | 0.04878
28_907_3119_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>17 tonnes) |  | 100% Laden | tonne.km | kg CO2e | 0.02878
28_907_3120_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>17 tonnes) |  | Average laden | tonne.km | kg CO2e | 0.03736
28_907_3117_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>17 tonnes) |  | 0% Laden | km | kg CO2e | 0.18172
28_907_3118_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>17 tonnes) |  | 50% Laden | km | kg CO2e | 0.2216
28_907_3119_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>17 tonnes) |  | 100% Laden | km | kg CO2e | 0.26149
28_907_3120_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>17 tonnes) |  | Average laden | km | kg CO2e | 0.23756
28_907_3117_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>17 tonnes) |  | 0% Laden | miles | kg CO2e | 0.29244
28_907_3118_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>17 tonnes) |  | 50% Laden | miles | kg CO2e | 0.35664
28_907_3119_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>17 tonnes) |  | 100% Laden | miles | kg CO2e | 0.42083
28_907_3120_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Rigid (>17 tonnes) |  | Average laden | miles | kg CO2e | 0.38231
28_907_3121_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Average non-refrigerated rigids |  | 0% Laden | tonne.km | kg CO2e
28_907_3122_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Average non-refrigerated rigids |  | 50% Laden | tonne.km | kg CO2e | 0.05202
28_907_3123_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Average non-refrigerated rigids |  | 100% Laden | tonne.km | kg CO2e | 0.03038
28_907_3124_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Average non-refrigerated rigids |  | Average laden | tonne.km | kg CO2e | 0.04332
28_907_3121_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Average non-refrigerated rigids |  | 0% Laden | km | kg CO2e | 0.16044
28_907_3122_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Average non-refrigerated rigids |  | 50% Laden | km | kg CO2e | 0.19131
28_907_3123_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Average non-refrigerated rigids |  | 100% Laden | km | kg CO2e | 0.22218
28_907_3124_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Average non-refrigerated rigids |  | Average laden | km | kg CO2e | 0.20099
28_907_3121_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Average non-refrigerated rigids |  | 0% Laden | miles | kg CO2e | 0.2582
28_907_3122_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Average non-refrigerated rigids |  | 50% Laden | miles | kg CO2e | 0.30788
28_907_3123_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Average non-refrigerated rigids |  | 100% Laden | miles | kg CO2e | 0.35756
28_907_3124_9_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Average non-refrigerated rigids |  | Average laden | miles | kg CO2e | 0.32347
28_907_3125_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 0% Laden | tonne.km | kg CO2e
28_907_3126_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 50% Laden | tonne.km | kg CO2e | 0.02731
28_907_3127_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 100% Laden | tonne.km | kg CO2e | 0.01639
28_907_3128_14_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | Average laden | tonne.km | kg CO2e | 0.02731
28_907_3125_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 0% Laden | km | kg CO2e | 0.14831
28_907_3126_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 50% Laden | km | kg CO2e | 0.18538
28_907_3127_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 100% Laden | km | kg CO2e | 0.22246
28_907_3128_4_1 | Scope 3 | WTT- delivery vehs & freight | WTT- HGV (non-refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | Average laden | km | kg CO2e | 0.18538
